longitude,latitude,vs_mean,vs_std,strain_azimuth,earthquake_occurred
52.20000000000003,35.10000000000001,3.5457071428571427,0.3470053946889172,119.85,1
52.30000000000003,35.10000000000001,3.548556571428572,0.3561262056310058,119.85,1
52.400000000000034,35.10000000000001,3.5489456190476187,0.364048220421468,114.32,1
52.50000000000004,35.10000000000001,3.545782095238095,0.3691348210271524,114.32,0
52.60000000000004,35.10000000000001,3.539086571428572,0.3698214230906508,114.32,0
52.70000000000004,35.10000000000001,3.530228761904762,0.3663967474225464,114.32,0
52.80000000000004,35.10000000000001,3.520781047619048,0.360730267967204,114.32,0
52.90000000000004,35.10000000000001,3.511455619047619,0.3544771808944527,114.32,0
53.00000000000004,35.10000000000001,3.502502,0.3481396292502882,114.32,0
53.10000000000005,35.10000000000001,3.492928,0.340054813498933,114.32,0
53.200000000000045,35.10000000000001,3.481746952380953,0.3288547474699215,114.32,0
53.30000000000005,35.10000000000001,3.4708597142857145,0.3161635284870634,114.32,0
53.40000000000005,35.10000000000001,3.461877142857143,0.3052685036250235,114.32,0
53.50000000000005,35.10000000000001,3.455039619047619,0.2973190809114353,110.44,0
53.60000000000005,35.10000000000001,3.449145619047619,0.291038632962843,110.44,0
53.70000000000005,35.10000000000001,3.444964476190476,0.2861048170085611,110.44,0
53.80000000000005,35.10000000000001,3.4432089523809526,0.2820435403984693,110.44,0
53.900000000000055,35.10000000000001,3.4428973333333333,0.2798467585493586,110.44,0
54.00000000000006,35.10000000000001,3.443938,0.2788166493759488,110.44,0
54.10000000000006,35.10000000000001,3.499064840223564,0.0,110.44,0
49.9,35.20000000000001,3.5162826666666667,0.2605349769113227,97.7,0
50.0,35.20000000000001,3.5159485000000004,0.2624252698099175,20.84,0
50.1,35.20000000000001,3.5153217333333333,0.2654342982168822,20.84,0
50.2,35.20000000000001,3.5158670000000005,0.2711288019807468,20.84,0
50.3,35.20000000000001,3.514809,0.2755841422557684,20.84,0
50.400000000000006,35.20000000000001,3.511505,0.2764675724728531,20.84,0
50.50000000000001,35.20000000000001,3.5088937777777782,0.276144475867067,112.99,0
50.60000000000001,35.20000000000001,3.509578333333333,0.276686750808308,112.99,0
50.70000000000001,35.20000000000001,3.512510444444444,0.2774790125080627,112.99,1
50.80000000000001,35.20000000000001,3.514830933333333,0.2753554156777254,112.99,1
50.90000000000001,35.20000000000001,3.516534777777778,0.2730095256835668,112.99,1
51.000000000000014,35.20000000000001,3.5183731111111114,0.2694750306334806,112.99,0
51.100000000000016,35.20000000000001,3.5201885555555554,0.2667469224080224,112.99,0
51.20000000000002,35.20000000000001,3.5221848888888885,0.2656504082308219,112.99,0
51.30000000000002,35.20000000000001,3.523937666666667,0.2662555998316523,9.7,0
51.40000000000002,35.20000000000001,3.5254616666666667,0.2686246962149496,9.7,0
51.50000000000002,35.20000000000001,3.5267915238095235,0.2720356547569961,9.7,0
51.60000000000002,35.20000000000001,3.5290209523809524,0.2793797134526627,9.7,0
51.70000000000002,35.20000000000001,3.531803523809524,0.2902271100729864,9.7,0
51.800000000000026,35.20000000000001,3.5351727619047617,0.3038892370732334,119.85,1
51.90000000000003,35.20000000000001,3.538592857142857,0.3178191031130042,119.85,1
52.00000000000003,35.20000000000001,3.541395238095238,0.3295866596965709,119.85,1
52.10000000000003,35.20000000000001,3.543816190476191,0.3391268977515791,119.85,1
52.20000000000003,35.20000000000001,3.5460871428571425,0.3478399406140635,119.85,1
52.30000000000003,35.20000000000001,3.547298857142857,0.356234983472424,119.85,1
52.400000000000034,35.20000000000001,3.5459202857142857,0.363033039563867,114.32,1
52.50000000000004,35.20000000000001,3.5411295238095235,0.366569479944849,114.32,1
52.60000000000004,35.20000000000001,3.5332796190476192,0.3659574042420617,114.32,0
52.70000000000004,35.20000000000001,3.523902857142857,0.3618344165847053,114.32,0
52.80000000000004,35.20000000000001,3.5143434285714283,0.3557669433473279,114.32,0
52.90000000000004,35.20000000000001,3.505205428571428,0.3492866177147928,114.32,0
53.00000000000004,35.20000000000001,3.496491714285714,0.3428842731088583,114.32,0
53.10000000000005,35.20000000000001,3.4864778095238096,0.3345717793702341,114.32,0
53.200000000000045,35.20000000000001,3.474360952380952,0.3229147969373267,114.32,0
53.30000000000005,35.20000000000001,3.462563523809524,0.3097223810759153,114.32,0
53.40000000000005,35.20000000000001,3.45395961904762,0.299141141731942,114.32,0
53.50000000000005,35.20000000000001,3.4487269523809525,0.2922480941740717,110.44,0
53.60000000000005,35.20000000000001,3.4447676190476195,0.2874755894458069,110.44,0
53.70000000000005,35.20000000000001,3.442470761904762,0.2840594410270449,110.44,0
